cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_comercio
28287;2020;2020m08;Rio de Janeiro;3304557;Capital;2
28288;2020;2020m08;Rio de Janeiro;3304557;Capital;6
28289;2020;2020m08;Rio de Janeiro;3304557;Capital;3
28290;2020;2020m08;Rio de Janeiro;3304557;Capital;6
28291;2020;2020m08;Rio de Janeiro;3304557;Capital;1
28292;2020;2020m08;Rio de Janeiro;3304557;Capital;2
28293;2020;2020m08;Rio de Janeiro;3304557;Capital;4
28294;2020;2020m08;Rio de Janeiro;3304557;Capital;3
28295;2020;2020m08;Rio de Janeiro;3304557;Capital;0
28296;2020;2020m08;Rio de Janeiro;3304557;Capital;0
28297;2020;2020m08;Rio de Janeiro;3304557;Capital;3
28298;2020;2020m08;Rio de Janeiro;3304557;Capital;4
28299;2020;2020m08;Rio de Janeiro;3304557;Capital;1
28300;2020;2020m08;Rio de Janeiro;3304557;Capital;5
28301;2020;2020m08;Rio de Janeiro;3304557;Capital;3
28302;2020;2020m08;Rio de Janeiro;3304557;Capital;4
28303;2020;2020m08;Rio de Janeiro;3304557;Capital;0
28304;2020;2020m08;Rio de Janeiro;3304557;Capital;10
28305;2020;2020m08;Rio de Janeiro;3304557;Capital;3
28306;2020;2020m08;Rio de Janeiro;3304557;Capital;2
28307;2020;2020m08;Rio de Janeiro;3304557;Capital;2
28308;2020;2020m08;Rio de Janeiro;3304557;Capital;2
28309;2020;2020m08;Rio de Janeiro;3304557;Capital;4
28310;2020;2020m08;Rio de Janeiro;3304557;Capital;1
28311;2020;2020m08;Rio de Janeiro;3304557;Capital;4
28312;2020;2020m08;Rio de Janeiro;3304557;Capital;3
28313;2020;2020m08;Rio de Janeiro;3304557;Capital;1
28314;2020;2020m08;Seropédica;3305554;Baixada Fluminense;1
28315;2020;2020m08;Itaguaí;3302007;Baixada Fluminense;7
28316;2020;2020m08;Paracambi;3303609;Baixada Fluminense;0
28317;2020;2020m08;Nova Iguaçu;3303500;Baixada Fluminense;5
28318;2020;2020m08;Mesquita;3302858;Baixada Fluminense;6
28319;2020;2020m08;Belford Roxo;3300456;Baixada Fluminense;4
28320;2020;2020m08;Queimados;3304144;Baixada Fluminense;5
28321;2020;2020m08;Nova Iguaçu;3303500;Baixada Fluminense;6
28322;2020;2020m08;Nilópolis;3303203;Baixada Fluminense;9
28323;2020;2020m08;Nova Iguaçu;3303500;Baixada Fluminense;5
28324;2020;2020m08;Duque de Caxias;3301702;Baixada Fluminense;5
28325;2020;2020m08;Duque de Caxias;3301702;Baixada Fluminense;0
28326;2020;2020m08;Duque de Caxias;3301702;Baixada Fluminense;1
28327;2020;2020m08;Duque de Caxias;3301702;Baixada Fluminense;0
28328;2020;2020m08;Japeri;3302270;Baixada Fluminense;0
28329;2020;2020m08;São João de Meriti;3305109;Baixada Fluminense;10
28330;2020;2020m08;Magé;3302502;Baixada Fluminense;1
28331;2020;2020m08;Magé;3302502;Baixada Fluminense;4
28332;2020;2020m08;Guapimirim;3301850;Baixada Fluminense;0
28333;2020;2020m08;Tanguá;3305752;Interior;1
28334;2020;2020m08;Itaboraí;3301900;Interior;7
28335;2020;2020m08;São Gonçalo;3304904;Grande Niterói;4
28336;2020;2020m08;São Gonçalo;3304904;Grande Niterói;1
28337;2020;2020m08;São Gonçalo;3304904;Grande Niterói;12
28338;2020;2020m08;São Gonçalo;3304904;Grande Niterói;3
28339;2020;2020m08;Niterói;3303302;Grande Niterói;4
28340;2020;2020m08;Niterói;3303302;Grande Niterói;0
28341;2020;2020m08;Niterói;3303302;Grande Niterói;2
28342;2020;2020m08;Niterói;3303302;Grande Niterói;0
28343;2020;2020m08;Niterói;3303302;Grande Niterói;0
28344;2020;2020m08;Maricá;3302700;Grande Niterói;0
28345;2020;2020m08;Barra do Pirai;3300308;Interior;0
28346;2020;2020m08;Resende;3304201;Interior;2
28347;2020;2020m08;Barra Mansa;3300407;Interior;1
28348;2020;2020m08;Valença;3306107;Interior;1
28349;2020;2020m08;Rio das Flores;3304508;Interior;0
28350;2020;2020m08;Volta Redonda;3306305;Interior;6
28351;2020;2020m08;Piraí;3304003;Interior;0
28352;2020;2020m08;Vassouras;3306206;Interior;0
28353;2020;2020m08;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
28354;2020;2020m08;Mendes;3302809;Interior;0
28355;2020;2020m08;Engenheiro Paulo de Frontin;3301801;Interior;0
28356;2020;2020m08;Itatiaia;3302254;Interior;1
28357;2020;2020m08;"Porto Real;Quatis";9999992;Interior;0
28358;2020;2020m08;Pinheiral;3303955;Interior;0
28359;2020;2020m08;São José do Vale do Rio Preto;3305158;Interior;0
28360;2020;2020m08;Petrópolis;3303906;Interior;3
28361;2020;2020m08;Petrópolis;3303906;Interior;0
28362;2020;2020m08;Paraíba do Sul;3303708;Interior;1
28363;2020;2020m08;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;1
28364;2020;2020m08;Sapucaia;3305406;Interior;0
28365;2020;2020m08;Teresópolis;3305802;Interior;0
28366;2020;2020m08;Sumidouro;3305703;Interior;0
28367;2020;2020m08;Carmo;3301207;Interior;0
28368;2020;2020m08;Araruama;3300209;Interior;0
28369;2020;2020m08;Rio Bonito;3304300;Interior;0
28370;2020;2020m08;Silva Jardim;3305604;Interior;0
28371;2020;2020m08;Casimiro de Abreu;3301306;Interior;1
28372;2020;2020m08;Conceição de Macabú;3301405;Interior;0
28373;2020;2020m08;Macaé;3302403;Interior;3
28374;2020;2020m08;Saquarema;3305505;Interior;1
28375;2020;2020m08;São Pedro da Aldeia;3305208;Interior;1
28376;2020;2020m08;Cabo Frio;3300704;Interior;0
28377;2020;2020m08;Armação dos Búzios;3300233;Interior;0
28378;2020;2020m08;Rio das Ostras;3304524;Interior;2
28379;2020;2020m08;Iguaba Grande;3301876;Interior;0
28380;2020;2020m08;"Quissamã;Carapebus";9999994;Interior;0
28381;2020;2020m08;Arraial do Cabo;3300258;Interior;0
28382;2020;2020m08;Campos dos Goytacazes;3301009;Interior;7
28383;2020;2020m08;Itaocara;3302106;Interior;0
28384;2020;2020m08;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
28385;2020;2020m08;Miracema;3303005;Interior;0
28386;2020;2020m08;Laje do Muriaé;3302304;Interior;0
28387;2020;2020m08;Porciúncula;3304102;Interior;0
28388;2020;2020m08;"Natividade;Varre-Sai";9999997;Interior;0
28389;2020;2020m08;São Fidélis;3304805;Interior;1
28390;2020;2020m08;Cambuci;3300902;Interior;0
28391;2020;2020m08;"Itaperuna;São José de Ubá";9999996;Interior;0
28392;2020;2020m08;Bom Jesus de Itabapoana;3300605;Interior;0
28393;2020;2020m08;São João da Barra;3305000;Interior;0
28394;2020;2020m08;Campos dos Goytacazes;3301009;Interior;1
28395;2020;2020m08;São Francisco de Itabapoana;3304755;Interior;0
28396;2020;2020m08;"Cardoso Moreira;Italva";9999995;Interior;0
28397;2020;2020m08;Nova Friburgo;3303401;Interior;0
28398;2020;2020m08;Duas Barras;3301603;Interior;0
28399;2020;2020m08;Cantagalo;3301108;Interior;0
28400;2020;2020m08;"Cordeiro;Macuco";9999998;Interior;0
28401;2020;2020m08;São Sebastião do Alto;3305307;Interior;0
28402;2020;2020m08;Santa Maria Madalena;3304607;Interior;0
28403;2020;2020m08;Trajano de Morais;3305901;Interior;0
28404;2020;2020m08;Bom Jardim;3300506;Interior;0
28405;2020;2020m08;Cachoeiras de Macacu;3300803;Interior;0
28406;2020;2020m08;Mangaratiba;3302601;Interior;0
28407;2020;2020m08;Angra dos Reis;3300100;Interior;3
28408;2020;2020m08;Paraty;3303807;Interior;0
28409;2020;2020m08;Rio Claro;3304409;Interior;0
28410;2020;2020m09;Rio de Janeiro;3304557;Capital;5
28411;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28412;2020;2020m09;Rio de Janeiro;3304557;Capital;4
28413;2020;2020m09;Rio de Janeiro;3304557;Capital;0
28414;2020;2020m09;Rio de Janeiro;3304557;Capital;0
28415;2020;2020m09;Rio de Janeiro;3304557;Capital;4
28416;2020;2020m09;Rio de Janeiro;3304557;Capital;12
28417;2020;2020m09;Rio de Janeiro;3304557;Capital;0
28418;2020;2020m09;Rio de Janeiro;3304557;Capital;3
28419;2020;2020m09;Rio de Janeiro;3304557;Capital;2
28420;2020;2020m09;Rio de Janeiro;3304557;Capital;5
28421;2020;2020m09;Rio de Janeiro;3304557;Capital;0
28422;2020;2020m09;Rio de Janeiro;3304557;Capital;7
28423;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28424;2020;2020m09;Rio de Janeiro;3304557;Capital;2
28425;2020;2020m09;Rio de Janeiro;3304557;Capital;2
28426;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28427;2020;2020m09;Rio de Janeiro;3304557;Capital;4
28428;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28429;2020;2020m09;Rio de Janeiro;3304557;Capital;2
28430;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28431;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28432;2020;2020m09;Rio de Janeiro;3304557;Capital;7
28433;2020;2020m09;Rio de Janeiro;3304557;Capital;2
28434;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28435;2020;2020m09;Rio de Janeiro;3304557;Capital;8
28436;2020;2020m09;Rio de Janeiro;3304557;Capital;0
28437;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28438;2020;2020m09;Rio de Janeiro;3304557;Capital;7
28439;2020;2020m09;Rio de Janeiro;3304557;Capital;6
28440;2020;2020m09;Rio de Janeiro;3304557;Capital;4
28441;2020;2020m09;Rio de Janeiro;3304557;Capital;12
28442;2020;2020m09;Rio de Janeiro;3304557;Capital;11
28443;2020;2020m09;Rio de Janeiro;3304557;Capital;7
28444;2020;2020m09;Rio de Janeiro;3304557;Capital;6
28445;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28446;2020;2020m09;Rio de Janeiro;3304557;Capital;1
28447;2020;2020m09;Rio de Janeiro;3304557;Capital;3
28448;2020;2020m09;Rio de Janeiro;3304557;Capital;5
28449;2020;2020m09;Rio de Janeiro;3304557;Capital;4
28450;2020;2020m09;Rio de Janeiro;3304557;Capital;4
28451;2020;2020m09;Seropédica;3305554;Baixada Fluminense;0
28452;2020;2020m09;Itaguaí;3302007;Baixada Fluminense;2
28453;2020;2020m09;Paracambi;3303609;Baixada Fluminense;0
28454;2020;2020m09;Nova Iguaçu;3303500;Baixada Fluminense;4
28455;2020;2020m09;Mesquita;3302858;Baixada Fluminense;6
28456;2020;2020m09;Belford Roxo;3300456;Baixada Fluminense;4
28457;2020;2020m09;Queimados;3304144;Baixada Fluminense;2
28458;2020;2020m09;Nova Iguaçu;3303500;Baixada Fluminense;1
28459;2020;2020m09;Nilópolis;3303203;Baixada Fluminense;6
28460;2020;2020m09;Nova Iguaçu;3303500;Baixada Fluminense;4
28461;2020;2020m09;Duque de Caxias;3301702;Baixada Fluminense;9
28462;2020;2020m09;Duque de Caxias;3301702;Baixada Fluminense;3
28463;2020;2020m09;Duque de Caxias;3301702;Baixada Fluminense;1
28464;2020;2020m09;Duque de Caxias;3301702;Baixada Fluminense;3
28465;2020;2020m09;Japeri;3302270;Baixada Fluminense;2
28466;2020;2020m09;São João de Meriti;3305109;Baixada Fluminense;11
28467;2020;2020m09;Magé;3302502;Baixada Fluminense;0
28468;2020;2020m09;Magé;3302502;Baixada Fluminense;2
28469;2020;2020m09;Guapimirim;3301850;Baixada Fluminense;1
28470;2020;2020m09;Tanguá;3305752;Interior;0
28471;2020;2020m09;Itaboraí;3301900;Interior;5
28472;2020;2020m09;São Gonçalo;3304904;Grande Niterói;5
28473;2020;2020m09;São Gonçalo;3304904;Grande Niterói;3
28474;2020;2020m09;São Gonçalo;3304904;Grande Niterói;3
28475;2020;2020m09;São Gonçalo;3304904;Grande Niterói;3
28476;2020;2020m09;Niterói;3303302;Grande Niterói;3
28477;2020;2020m09;Niterói;3303302;Grande Niterói;0
28478;2020;2020m09;Niterói;3303302;Grande Niterói;2
28479;2020;2020m09;Niterói;3303302;Grande Niterói;0
28480;2020;2020m09;Niterói;3303302;Grande Niterói;1
28481;2020;2020m09;Maricá;3302700;Grande Niterói;2
28482;2020;2020m09;Barra do Pirai;3300308;Interior;0
28483;2020;2020m09;Resende;3304201;Interior;1
28484;2020;2020m09;Barra Mansa;3300407;Interior;0
28485;2020;2020m09;Valença;3306107;Interior;0
28486;2020;2020m09;Rio das Flores;3304508;Interior;0
28487;2020;2020m09;Volta Redonda;3306305;Interior;2
28488;2020;2020m09;Piraí;3304003;Interior;0
28489;2020;2020m09;Vassouras;3306206;Interior;0
28490;2020;2020m09;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
28491;2020;2020m09;Mendes;3302809;Interior;0
28492;2020;2020m09;Engenheiro Paulo de Frontin;3301801;Interior;0
28493;2020;2020m09;Itatiaia;3302254;Interior;0
28494;2020;2020m09;"Porto Real;Quatis";9999992;Interior;0
28495;2020;2020m09;Pinheiral;3303955;Interior;0
28496;2020;2020m09;São José do Vale do Rio Preto;3305158;Interior;0
28497;2020;2020m09;Petrópolis;3303906;Interior;3
28498;2020;2020m09;Petrópolis;3303906;Interior;0
28499;2020;2020m09;Paraíba do Sul;3303708;Interior;0
28500;2020;2020m09;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
28501;2020;2020m09;Sapucaia;3305406;Interior;0
28502;2020;2020m09;Teresópolis;3305802;Interior;0
28503;2020;2020m09;Sumidouro;3305703;Interior;0
28504;2020;2020m09;Carmo;3301207;Interior;0
28505;2020;2020m09;Araruama;3300209;Interior;6
28506;2020;2020m09;Rio Bonito;3304300;Interior;0
28507;2020;2020m09;Silva Jardim;3305604;Interior;0
28508;2020;2020m09;Casimiro de Abreu;3301306;Interior;0
28509;2020;2020m09;Conceição de Macabú;3301405;Interior;0
28510;2020;2020m09;Macaé;3302403;Interior;1
28511;2020;2020m09;Saquarema;3305505;Interior;1
28512;2020;2020m09;São Pedro da Aldeia;3305208;Interior;1
28513;2020;2020m09;Cabo Frio;3300704;Interior;7
28514;2020;2020m09;Armação dos Búzios;3300233;Interior;0
28515;2020;2020m09;Rio das Ostras;3304524;Interior;3
28516;2020;2020m09;Iguaba Grande;3301876;Interior;1
28517;2020;2020m09;"Quissamã;Carapebus";9999994;Interior;1
28518;2020;2020m09;Arraial do Cabo;3300258;Interior;0
28519;2020;2020m09;Campos dos Goytacazes;3301009;Interior;8
28520;2020;2020m09;Itaocara;3302106;Interior;0
28521;2020;2020m09;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
28522;2020;2020m09;Miracema;3303005;Interior;0
28523;2020;2020m09;Laje do Muriaé;3302304;Interior;0
28524;2020;2020m09;Porciúncula;3304102;Interior;0
28525;2020;2020m09;"Natividade;Varre-Sai";9999997;Interior;0
28526;2020;2020m09;São Fidélis;3304805;Interior;0
28527;2020;2020m09;Cambuci;3300902;Interior;0
28528;2020;2020m09;"Itaperuna;São José de Ubá";9999996;Interior;0
28529;2020;2020m09;Bom Jesus de Itabapoana;3300605;Interior;0
28530;2020;2020m09;São João da Barra;3305000;Interior;0
28531;2020;2020m09;Campos dos Goytacazes;3301009;Interior;7
28532;2020;2020m09;São Francisco de Itabapoana;3304755;Interior;1
28533;2020;2020m09;"Cardoso Moreira;Italva";9999995;Interior;0
28534;2020;2020m09;Nova Friburgo;3303401;Interior;4
28535;2020;2020m09;Duas Barras;3301603;Interior;1
28536;2020;2020m09;Cantagalo;3301108;Interior;0
28537;2020;2020m09;"Cordeiro;Macuco";9999998;Interior;0
28538;2020;2020m09;São Sebastião do Alto;3305307;Interior;0
28539;2020;2020m09;Santa Maria Madalena;3304607;Interior;0
28540;2020;2020m09;Trajano de Morais;3305901;Interior;0
28541;2020;2020m09;Bom Jardim;3300506;Interior;0
28542;2020;2020m09;Cachoeiras de Macacu;3300803;Interior;4
28543;2020;2020m09;Mangaratiba;3302601;Interior;0
28544;2020;2020m09;Angra dos Reis;3300100;Interior;5
28545;2020;2020m09;Paraty;3303807;Interior;0
28546;2020;2020m09;Rio Claro;3304409;Interior;0
28547;2020;2020m10;Rio de Janeiro;3304557;Capital;1
28548;2020;2020m10;Rio de Janeiro;3304557;Capital;1
28549;2020;2020m10;Rio de Janeiro;3304557;Capital;3
28550;2020;2020m10;Rio de Janeiro;3304557;Capital;2
28551;2020;2020m10;Rio de Janeiro;3304557;Capital;0
28552;2020;2020m10;Rio de Janeiro;3304557;Capital;3
28553;2020;2020m10;Rio de Janeiro;3304557;Capital;3
28554;2020;2020m10;Rio de Janeiro;3304557;Capital;0
28555;2020;2020m10;Rio de Janeiro;3304557;Capital;3
28556;2020;2020m10;Rio de Janeiro;3304557;Capital;1
28557;2020;2020m10;Rio de Janeiro;3304557;Capital;4
28558;2020;2020m10;Rio de Janeiro;3304557;Capital;0
28559;2020;2020m10;Rio de Janeiro;3304557;Capital;5
28560;2020;2020m10;Rio de Janeiro;3304557;Capital;0
28561;2020;2020m10;Rio de Janeiro;3304557;Capital;2
28562;2020;2020m10;Rio de Janeiro;3304557;Capital;0
28563;2020;2020m10;Rio de Janeiro;3304557;Capital;2
28564;2020;2020m10;Rio de Janeiro;3304557;Capital;6
28565;2020;2020m10;Rio de Janeiro;3304557;Capital;1
28566;2020;2020m10;Rio de Janeiro;3304557;Capital;5
28567;2020;2020m10;Rio de Janeiro;3304557;Capital;6
28568;2020;2020m10;Rio de Janeiro;3304557;Capital;1
28569;2020;2020m10;Rio de Janeiro;3304557;Capital;5
28570;2020;2020m10;Rio de Janeiro;3304557;Capital;2
28571;2020;2020m10;Rio de Janeiro;3304557;Capital;0
28572;2020;2020m10;Rio de Janeiro;3304557;Capital;5
28573;2020;2020m10;Rio de Janeiro;3304557;Capital;2
28574;2020;2020m10;Rio de Janeiro;3304557;Capital;4
28575;2020;2020m10;Rio de Janeiro;3304557;Capital;10
28576;2020;2020m10;Rio de Janeiro;3304557;Capital;8
28577;2020;2020m10;Rio de Janeiro;3304557;Capital;4
28578;2020;2020m10;Rio de Janeiro;3304557;Capital;10
28579;2020;2020m10;Rio de Janeiro;3304557;Capital;5
28580;2020;2020m10;Rio de Janeiro;3304557;Capital;2
28581;2020;2020m10;Rio de Janeiro;3304557;Capital;4
28582;2020;2020m10;Rio de Janeiro;3304557;Capital;2
28583;2020;2020m10;Rio de Janeiro;3304557;Capital;5
28584;2020;2020m10;Rio de Janeiro;3304557;Capital;3
28585;2020;2020m10;Rio de Janeiro;3304557;Capital;6
28586;2020;2020m10;Rio de Janeiro;3304557;Capital;3
28587;2020;2020m10;Rio de Janeiro;3304557;Capital;2
28588;2020;2020m10;Seropédica;3305554;Baixada Fluminense;1
28589;2020;2020m10;Itaguaí;3302007;Baixada Fluminense;0
28590;2020;2020m10;Paracambi;3303609;Baixada Fluminense;0
28591;2020;2020m10;Nova Iguaçu;3303500;Baixada Fluminense;6
28592;2020;2020m10;Mesquita;3302858;Baixada Fluminense;7
28593;2020;2020m10;Belford Roxo;3300456;Baixada Fluminense;6
28594;2020;2020m10;Queimados;3304144;Baixada Fluminense;4
28595;2020;2020m10;Nova Iguaçu;3303500;Baixada Fluminense;7
28596;2020;2020m10;Nilópolis;3303203;Baixada Fluminense;9
28597;2020;2020m10;Nova Iguaçu;3303500;Baixada Fluminense;3
28598;2020;2020m10;Duque de Caxias;3301702;Baixada Fluminense;10
28599;2020;2020m10;Duque de Caxias;3301702;Baixada Fluminense;5
28600;2020;2020m10;Duque de Caxias;3301702;Baixada Fluminense;1
28601;2020;2020m10;Duque de Caxias;3301702;Baixada Fluminense;7
28602;2020;2020m10;Japeri;3302270;Baixada Fluminense;1
28603;2020;2020m10;São João de Meriti;3305109;Baixada Fluminense;10
28604;2020;2020m10;Magé;3302502;Baixada Fluminense;2
28605;2020;2020m10;Magé;3302502;Baixada Fluminense;4
28606;2020;2020m10;Guapimirim;3301850;Baixada Fluminense;3
28607;2020;2020m10;Tanguá;3305752;Interior;0
28608;2020;2020m10;Itaboraí;3301900;Interior;6
28609;2020;2020m10;São Gonçalo;3304904;Grande Niterói;2
28610;2020;2020m10;São Gonçalo;3304904;Grande Niterói;1
28611;2020;2020m10;São Gonçalo;3304904;Grande Niterói;6
28612;2020;2020m10;São Gonçalo;3304904;Grande Niterói;3
28613;2020;2020m10;Niterói;3303302;Grande Niterói;4
28614;2020;2020m10;Niterói;3303302;Grande Niterói;3
28615;2020;2020m10;Niterói;3303302;Grande Niterói;3
28616;2020;2020m10;Niterói;3303302;Grande Niterói;0
28617;2020;2020m10;Niterói;3303302;Grande Niterói;0
28618;2020;2020m10;Maricá;3302700;Grande Niterói;0
28619;2020;2020m10;Barra do Pirai;3300308;Interior;1
28620;2020;2020m10;Resende;3304201;Interior;2
28621;2020;2020m10;Barra Mansa;3300407;Interior;1
28622;2020;2020m10;Valença;3306107;Interior;0
28623;2020;2020m10;Rio das Flores;3304508;Interior;0
28624;2020;2020m10;Volta Redonda;3306305;Interior;11
28625;2020;2020m10;Piraí;3304003;Interior;0
28626;2020;2020m10;Vassouras;3306206;Interior;0
28627;2020;2020m10;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
28628;2020;2020m10;Mendes;3302809;Interior;0
28629;2020;2020m10;Engenheiro Paulo de Frontin;3301801;Interior;0
28630;2020;2020m10;Itatiaia;3302254;Interior;0
28631;2020;2020m10;"Porto Real;Quatis";9999992;Interior;0
28632;2020;2020m10;Pinheiral;3303955;Interior;0
28633;2020;2020m10;São José do Vale do Rio Preto;3305158;Interior;0
28634;2020;2020m10;Petrópolis;3303906;Interior;4
28635;2020;2020m10;Petrópolis;3303906;Interior;0
28636;2020;2020m10;Paraíba do Sul;3303708;Interior;0
28637;2020;2020m10;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
28638;2020;2020m10;Sapucaia;3305406;Interior;0
28639;2020;2020m10;Teresópolis;3305802;Interior;1
28640;2020;2020m10;Sumidouro;3305703;Interior;0
28641;2020;2020m10;Carmo;3301207;Interior;0
28642;2020;2020m10;Araruama;3300209;Interior;2
28643;2020;2020m10;Rio Bonito;3304300;Interior;1
28644;2020;2020m10;Silva Jardim;3305604;Interior;0
28645;2020;2020m10;Casimiro de Abreu;3301306;Interior;0
28646;2020;2020m10;Conceição de Macabú;3301405;Interior;0
28647;2020;2020m10;Macaé;3302403;Interior;0
28648;2020;2020m10;Saquarema;3305505;Interior;0
28649;2020;2020m10;São Pedro da Aldeia;3305208;Interior;2
28650;2020;2020m10;Cabo Frio;3300704;Interior;0
28651;2020;2020m10;Armação dos Búzios;3300233;Interior;1
28652;2020;2020m10;Rio das Ostras;3304524;Interior;3
28653;2020;2020m10;Iguaba Grande;3301876;Interior;1
28654;2020;2020m10;"Quissamã;Carapebus";9999994;Interior;1
28655;2020;2020m10;Arraial do Cabo;3300258;Interior;0
28656;2020;2020m10;Campos dos Goytacazes;3301009;Interior;4
28657;2020;2020m10;Itaocara;3302106;Interior;0
28658;2020;2020m10;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
28659;2020;2020m10;Miracema;3303005;Interior;0
28660;2020;2020m10;Laje do Muriaé;3302304;Interior;0
28661;2020;2020m10;Porciúncula;3304102;Interior;0
28662;2020;2020m10;"Natividade;Varre-Sai";9999997;Interior;0
28663;2020;2020m10;São Fidélis;3304805;Interior;0
28664;2020;2020m10;Cambuci;3300902;Interior;0
28665;2020;2020m10;"Itaperuna;São José de Ubá";9999996;Interior;0
28666;2020;2020m10;Bom Jesus de Itabapoana;3300605;Interior;0
28667;2020;2020m10;São João da Barra;3305000;Interior;1
28668;2020;2020m10;Campos dos Goytacazes;3301009;Interior;3
28669;2020;2020m10;São Francisco de Itabapoana;3304755;Interior;1
28670;2020;2020m10;"Cardoso Moreira;Italva";9999995;Interior;0
28671;2020;2020m10;Nova Friburgo;3303401;Interior;2
28672;2020;2020m10;Duas Barras;3301603;Interior;0
28673;2020;2020m10;Cantagalo;3301108;Interior;0
28674;2020;2020m10;"Cordeiro;Macuco";9999998;Interior;0
28675;2020;2020m10;São Sebastião do Alto;3305307;Interior;0
28676;2020;2020m10;Santa Maria Madalena;3304607;Interior;0
28677;2020;2020m10;Trajano de Morais;3305901;Interior;0
28678;2020;2020m10;Bom Jardim;3300506;Interior;0
28679;2020;2020m10;Cachoeiras de Macacu;3300803;Interior;1
28680;2020;2020m10;Mangaratiba;3302601;Interior;0
28681;2020;2020m10;Angra dos Reis;3300100;Interior;0
28682;2020;2020m10;Paraty;3303807;Interior;1
28683;2020;2020m10;Rio Claro;3304409;Interior;0
28684;2020;2020m11;Rio de Janeiro;3304557;Capital;0
28685;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28686;2020;2020m11;Rio de Janeiro;3304557;Capital;3
28687;2020;2020m11;Rio de Janeiro;3304557;Capital;1
28688;2020;2020m11;Rio de Janeiro;3304557;Capital;0
28689;2020;2020m11;Rio de Janeiro;3304557;Capital;6
28690;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28691;2020;2020m11;Rio de Janeiro;3304557;Capital;1
28692;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28693;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28694;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28695;2020;2020m11;Rio de Janeiro;3304557;Capital;1
28696;2020;2020m11;Rio de Janeiro;3304557;Capital;12
28697;2020;2020m11;Rio de Janeiro;3304557;Capital;1
28698;2020;2020m11;Rio de Janeiro;3304557;Capital;3
28699;2020;2020m11;Rio de Janeiro;3304557;Capital;4
28700;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28701;2020;2020m11;Rio de Janeiro;3304557;Capital;4
28702;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28703;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28704;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28705;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28706;2020;2020m11;Rio de Janeiro;3304557;Capital;1
28707;2020;2020m11;Rio de Janeiro;3304557;Capital;4
28708;2020;2020m11;Rio de Janeiro;3304557;Capital;0
28709;2020;2020m11;Rio de Janeiro;3304557;Capital;7
28710;2020;2020m11;Rio de Janeiro;3304557;Capital;0
28711;2020;2020m11;Rio de Janeiro;3304557;Capital;3
28712;2020;2020m11;Rio de Janeiro;3304557;Capital;16
28713;2020;2020m11;Rio de Janeiro;3304557;Capital;8
28714;2020;2020m11;Rio de Janeiro;3304557;Capital;9
28715;2020;2020m11;Rio de Janeiro;3304557;Capital;5
28716;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28717;2020;2020m11;Rio de Janeiro;3304557;Capital;2
28718;2020;2020m11;Rio de Janeiro;3304557;Capital;4
28719;2020;2020m11;Rio de Janeiro;3304557;Capital;1
28720;2020;2020m11;Rio de Janeiro;3304557;Capital;5
28721;2020;2020m11;Rio de Janeiro;3304557;Capital;1
28722;2020;2020m11;Rio de Janeiro;3304557;Capital;8
28723;2020;2020m11;Rio de Janeiro;3304557;Capital;1
28724;2020;2020m11;Rio de Janeiro;3304557;Capital;3
28725;2020;2020m11;Seropédica;3305554;Baixada Fluminense;1
28726;2020;2020m11;Itaguaí;3302007;Baixada Fluminense;2
28727;2020;2020m11;Paracambi;3303609;Baixada Fluminense;0
28728;2020;2020m11;Nova Iguaçu;3303500;Baixada Fluminense;3
28729;2020;2020m11;Mesquita;3302858;Baixada Fluminense;1
28730;2020;2020m11;Belford Roxo;3300456;Baixada Fluminense;6
28731;2020;2020m11;Queimados;3304144;Baixada Fluminense;3
28732;2020;2020m11;Nova Iguaçu;3303500;Baixada Fluminense;3
28733;2020;2020m11;Nilópolis;3303203;Baixada Fluminense;5
