cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_comercio
4308;2005;2005m10;Duque de Caxias;3301702;Baixada Fluminense;1
4309;2005;2005m10;Duque de Caxias;3301702;Baixada Fluminense;5
4310;2005;2005m10;Japeri;3302270;Baixada Fluminense;2
4311;2005;2005m10;São João de Meriti;3305109;Baixada Fluminense;11
4312;2005;2005m10;"Magé;Guapimirim";9999982;Baixada Fluminense;3
4313;2005;2005m10;Magé;3302502;Baixada Fluminense;0
4314;2005;2005m10;"Itaboraí;Tanguá";9999983;Interior;9
4315;2005;2005m10;São Gonçalo;3304904;Grande Niterói;8
4316;2005;2005m10;São Gonçalo;3304904;Grande Niterói;8
4317;2005;2005m10;São Gonçalo;3304904;Grande Niterói;9
4318;2005;2005m10;São Gonçalo;3304904;Grande Niterói;1
4319;2005;2005m10;Niterói;3303302;Grande Niterói;7
4320;2005;2005m10;Niterói;3303302;Grande Niterói;4
4321;2005;2005m10;Niterói;3303302;Grande Niterói;2
4322;2005;2005m10;Niterói;3303302;Grande Niterói;1
4323;2005;2005m10;Niterói;3303302;Grande Niterói;3
4324;2005;2005m10;Maricá;3302700;Grande Niterói;2
4325;2005;2005m10;Barra do Pirai;3300308;Interior;0
4326;2005;2005m10;Resende;3304201;Interior;1
4327;2005;2005m10;Barra Mansa;3300407;Interior;4
4328;2005;2005m10;Valença;3306107;Interior;1
4329;2005;2005m10;Rio das Flores;3304508;Interior;0
4330;2005;2005m10;Volta Redonda;3306305;Interior;4
4331;2005;2005m10;Piraí;3304003;Interior;0
4332;2005;2005m10;Vassouras;3306206;Interior;0
4333;2005;2005m10;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
4334;2005;2005m10;Mendes;3302809;Interior;0
4335;2005;2005m10;Engenheiro Paulo de Frontin;3301801;Interior;0
4336;2005;2005m10;Itatiaia;3302254;Interior;4
4337;2005;2005m10;"Porto Real;Quatis";9999992;Interior;0
4338;2005;2005m10;Pinheiral;3303955;Interior;0
4339;2005;2005m10;São José do Vale do Rio Preto;3305158;Interior;0
4340;2005;2005m10;Petrópolis;3303906;Interior;0
4341;2005;2005m10;Petrópolis;3303906;Interior;0
4342;2005;2005m10;Paraíba do Sul;3303708;Interior;1
4343;2005;2005m10;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;1
4344;2005;2005m10;Sapucaia;3305406;Interior;2
4345;2005;2005m10;Teresópolis;3305802;Interior;0
4346;2005;2005m10;Sumidouro;3305703;Interior;0
4347;2005;2005m10;Carmo;3301207;Interior;0
4348;2005;2005m10;Araruama;3300209;Interior;0
4349;2005;2005m10;Rio Bonito;3304300;Interior;0
4350;2005;2005m10;Silva Jardim;3305604;Interior;0
4351;2005;2005m10;Casimiro de Abreu;3301306;Interior;1
4352;2005;2005m10;Conceição de Macabú;3301405;Interior;0
4353;2005;2005m10;"Macaé;Quissamã;Carapebus";9999984;Interior;3
4354;2005;2005m10;Saquarema;3305505;Interior;0
4355;2005;2005m10;São Pedro da Aldeia;3305208;Interior;1
4356;2005;2005m10;"Cabo Frio;Arraial do Cabo";9999985;Interior;6
4357;2005;2005m10;Armação dos Búzios;3300233;Interior;3
4358;2005;2005m10;Rio das Ostras;3304524;Interior;2
4359;2005;2005m10;Iguaba Grande;3301876;Interior;3
4360;2005;2005m10;Campos dos Goytacazes;3301009;Interior;3
4361;2005;2005m10;Itaocara;3302106;Interior;0
4362;2005;2005m10;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
4363;2005;2005m10;Miracema;3303005;Interior;0
4364;2005;2005m10;Laje do Muriaé;3302304;Interior;0
4365;2005;2005m10;Porciúncula;3304102;Interior;0
4366;2005;2005m10;"Natividade;Varre-Sai";9999997;Interior;0
4367;2005;2005m10;São Fidélis;3304805;Interior;0
4368;2005;2005m10;Cambuci;3300902;Interior;0
4369;2005;2005m10;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;0
4370;2005;2005m10;Bom Jesus de Itabapoana;3300605;Interior;0
4371;2005;2005m10;São João da Barra;3305000;Interior;0
4372;2005;2005m10;Campos dos Goytacazes;3301009;Interior;2
4373;2005;2005m10;São Francisco de Itabapoana;3304755;Interior;0
4374;2005;2005m10;Nova Friburgo;3303401;Interior;3
4375;2005;2005m10;Duas Barras;3301603;Interior;0
4376;2005;2005m10;Cantagalo;3301108;Interior;0
4377;2005;2005m10;"Cordeiro;Macuco";9999998;Interior;1
4378;2005;2005m10;São Sebastião do Alto;3305307;Interior;0
4379;2005;2005m10;Santa Maria Madalena;3304607;Interior;0
4380;2005;2005m10;Trajano de Morais;3305901;Interior;0
4381;2005;2005m10;Bom Jardim;3300506;Interior;1
4382;2005;2005m10;Cachoeiras de Macacu;3300803;Interior;0
4383;2005;2005m10;Mangaratiba;3302601;Interior;0
4384;2005;2005m10;Angra dos Reis;3300100;Interior;1
4385;2005;2005m10;Paraty;3303807;Interior;2
4386;2005;2005m10;Rio Claro;3304409;Interior;0
4387;2005;2005m11;Rio de Janeiro;3304557;Capital;8
4388;2005;2005m11;Rio de Janeiro;3304557;Capital;0
4389;2005;2005m11;Rio de Janeiro;3304557;Capital;5
4390;2005;2005m11;Rio de Janeiro;3304557;Capital;3
4391;2005;2005m11;Rio de Janeiro;3304557;Capital;0
4392;2005;2005m11;Rio de Janeiro;3304557;Capital;4
4393;2005;2005m11;Rio de Janeiro;3304557;Capital;3
4394;2005;2005m11;Rio de Janeiro;3304557;Capital;5
4395;2005;2005m11;Rio de Janeiro;3304557;Capital;1
4396;2005;2005m11;Rio de Janeiro;3304557;Capital;9
4397;2005;2005m11;Rio de Janeiro;3304557;Capital;0
4398;2005;2005m11;Rio de Janeiro;3304557;Capital;14
4399;2005;2005m11;Rio de Janeiro;3304557;Capital;3
4400;2005;2005m11;Rio de Janeiro;3304557;Capital;1
4401;2005;2005m11;Rio de Janeiro;3304557;Capital;5
4402;2005;2005m11;Rio de Janeiro;3304557;Capital;5
4403;2005;2005m11;Rio de Janeiro;3304557;Capital;7
4404;2005;2005m11;Rio de Janeiro;3304557;Capital;9
4405;2005;2005m11;Rio de Janeiro;3304557;Capital;4
4406;2005;2005m11;Rio de Janeiro;3304557;Capital;10
4407;2005;2005m11;Rio de Janeiro;3304557;Capital;2
4408;2005;2005m11;Rio de Janeiro;3304557;Capital;0
4409;2005;2005m11;Rio de Janeiro;3304557;Capital;9
4410;2005;2005m11;Rio de Janeiro;3304557;Capital;5
4411;2005;2005m11;Rio de Janeiro;3304557;Capital;11
4412;2005;2005m11;Rio de Janeiro;3304557;Capital;5
4413;2005;2005m11;Rio de Janeiro;3304557;Capital;0
4414;2005;2005m11;Rio de Janeiro;3304557;Capital;4
4415;2005;2005m11;Rio de Janeiro;3304557;Capital;7
4416;2005;2005m11;Rio de Janeiro;3304557;Capital;6
4417;2005;2005m11;Rio de Janeiro;3304557;Capital;12
4418;2005;2005m11;Rio de Janeiro;3304557;Capital;4
4419;2005;2005m11;Rio de Janeiro;3304557;Capital;9
4420;2005;2005m11;Rio de Janeiro;3304557;Capital;6
4421;2005;2005m11;Rio de Janeiro;3304557;Capital;3
4422;2005;2005m11;Rio de Janeiro;3304557;Capital;4
4423;2005;2005m11;Rio de Janeiro;3304557;Capital;8
4424;2005;2005m11;Rio de Janeiro;3304557;Capital;4
4425;2005;2005m11;Rio de Janeiro;3304557;Capital;5
4426;2005;2005m11;Seropédica;3305554;Baixada Fluminense;3
4427;2005;2005m11;Itaguaí;3302007;Baixada Fluminense;1
4428;2005;2005m11;Paracambi;3303609;Baixada Fluminense;1
4429;2005;2005m11;Nova Iguaçu;3303500;Baixada Fluminense;4
4430;2005;2005m11;Mesquita;3302858;Baixada Fluminense;1
4431;2005;2005m11;Belford Roxo;3300456;Baixada Fluminense;3
4432;2005;2005m11;Queimados;3304144;Baixada Fluminense;0
4433;2005;2005m11;Nova Iguaçu;3303500;Baixada Fluminense;0
4434;2005;2005m11;Nilópolis;3303203;Baixada Fluminense;2
4435;2005;2005m11;Nova Iguaçu;3303500;Baixada Fluminense;1
4436;2005;2005m11;Duque de Caxias;3301702;Baixada Fluminense;5
4437;2005;2005m11;Duque de Caxias;3301702;Baixada Fluminense;6
4438;2005;2005m11;Duque de Caxias;3301702;Baixada Fluminense;1
4439;2005;2005m11;Duque de Caxias;3301702;Baixada Fluminense;2
4440;2005;2005m11;Japeri;3302270;Baixada Fluminense;0
4441;2005;2005m11;São João de Meriti;3305109;Baixada Fluminense;10
4442;2005;2005m11;"Magé;Guapimirim";9999982;Baixada Fluminense;1
4443;2005;2005m11;Magé;3302502;Baixada Fluminense;0
4444;2005;2005m11;"Itaboraí;Tanguá";9999983;Interior;5
4445;2005;2005m11;São Gonçalo;3304904;Grande Niterói;9
4446;2005;2005m11;São Gonçalo;3304904;Grande Niterói;4
4447;2005;2005m11;São Gonçalo;3304904;Grande Niterói;9
4448;2005;2005m11;São Gonçalo;3304904;Grande Niterói;2
4449;2005;2005m11;Niterói;3303302;Grande Niterói;6
4450;2005;2005m11;Niterói;3303302;Grande Niterói;5
4451;2005;2005m11;Niterói;3303302;Grande Niterói;1
4452;2005;2005m11;Niterói;3303302;Grande Niterói;1
4453;2005;2005m11;Niterói;3303302;Grande Niterói;6
4454;2005;2005m11;Maricá;3302700;Grande Niterói;1
4455;2005;2005m11;Barra do Pirai;3300308;Interior;0
4456;2005;2005m11;Resende;3304201;Interior;6
4457;2005;2005m11;Barra Mansa;3300407;Interior;7
4458;2005;2005m11;Valença;3306107;Interior;0
4459;2005;2005m11;Rio das Flores;3304508;Interior;0
4460;2005;2005m11;Volta Redonda;3306305;Interior;2
4461;2005;2005m11;Piraí;3304003;Interior;0
4462;2005;2005m11;Vassouras;3306206;Interior;0
4463;2005;2005m11;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
4464;2005;2005m11;Mendes;3302809;Interior;0
4465;2005;2005m11;Engenheiro Paulo de Frontin;3301801;Interior;0
4466;2005;2005m11;Itatiaia;3302254;Interior;3
4467;2005;2005m11;"Porto Real;Quatis";9999992;Interior;0
4468;2005;2005m11;Pinheiral;3303955;Interior;0
4469;2005;2005m11;São José do Vale do Rio Preto;3305158;Interior;0
4470;2005;2005m11;Petrópolis;3303906;Interior;2
4471;2005;2005m11;Petrópolis;3303906;Interior;0
4472;2005;2005m11;Paraíba do Sul;3303708;Interior;0
4473;2005;2005m11;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
4474;2005;2005m11;Sapucaia;3305406;Interior;0
4475;2005;2005m11;Teresópolis;3305802;Interior;2
4476;2005;2005m11;Sumidouro;3305703;Interior;0
4477;2005;2005m11;Carmo;3301207;Interior;0
4478;2005;2005m11;Araruama;3300209;Interior;1
4479;2005;2005m11;Rio Bonito;3304300;Interior;4
4480;2005;2005m11;Silva Jardim;3305604;Interior;0
4481;2005;2005m11;Casimiro de Abreu;3301306;Interior;0
4482;2005;2005m11;Conceição de Macabú;3301405;Interior;0
4483;2005;2005m11;"Macaé;Quissamã;Carapebus";9999984;Interior;5
4484;2005;2005m11;Saquarema;3305505;Interior;0
4485;2005;2005m11;São Pedro da Aldeia;3305208;Interior;2
4486;2005;2005m11;"Cabo Frio;Arraial do Cabo";9999985;Interior;7
4487;2005;2005m11;Armação dos Búzios;3300233;Interior;3
4488;2005;2005m11;Rio das Ostras;3304524;Interior;2
4489;2005;2005m11;Iguaba Grande;3301876;Interior;0
4490;2005;2005m11;Campos dos Goytacazes;3301009;Interior;6
4491;2005;2005m11;Itaocara;3302106;Interior;0
4492;2005;2005m11;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
4493;2005;2005m11;Miracema;3303005;Interior;1
4494;2005;2005m11;Laje do Muriaé;3302304;Interior;1
4495;2005;2005m11;Porciúncula;3304102;Interior;0
4496;2005;2005m11;"Natividade;Varre-Sai";9999997;Interior;0
4497;2005;2005m11;São Fidélis;3304805;Interior;0
4498;2005;2005m11;Cambuci;3300902;Interior;0
4499;2005;2005m11;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;0
4500;2005;2005m11;Bom Jesus de Itabapoana;3300605;Interior;0
4501;2005;2005m11;São João da Barra;3305000;Interior;0
4502;2005;2005m11;Campos dos Goytacazes;3301009;Interior;1
4503;2005;2005m11;São Francisco de Itabapoana;3304755;Interior;1
4504;2005;2005m11;Nova Friburgo;3303401;Interior;2
4505;2005;2005m11;Duas Barras;3301603;Interior;0
4506;2005;2005m11;Cantagalo;3301108;Interior;1
4507;2005;2005m11;"Cordeiro;Macuco";9999998;Interior;0
4508;2005;2005m11;São Sebastião do Alto;3305307;Interior;0
4509;2005;2005m11;Santa Maria Madalena;3304607;Interior;0
4510;2005;2005m11;Trajano de Morais;3305901;Interior;0
4511;2005;2005m11;Bom Jardim;3300506;Interior;0
4512;2005;2005m11;Cachoeiras de Macacu;3300803;Interior;1
4513;2005;2005m11;Mangaratiba;3302601;Interior;1
4514;2005;2005m11;Angra dos Reis;3300100;Interior;1
4515;2005;2005m11;Paraty;3303807;Interior;1
4516;2005;2005m11;Rio Claro;3304409;Interior;0
4517;2005;2005m12;Rio de Janeiro;3304557;Capital;6
4518;2005;2005m12;Rio de Janeiro;3304557;Capital;5
4519;2005;2005m12;Rio de Janeiro;3304557;Capital;7
4520;2005;2005m12;Rio de Janeiro;3304557;Capital;4
4521;2005;2005m12;Rio de Janeiro;3304557;Capital;0
4522;2005;2005m12;Rio de Janeiro;3304557;Capital;6
4523;2005;2005m12;Rio de Janeiro;3304557;Capital;14
4524;2005;2005m12;Rio de Janeiro;3304557;Capital;4
4525;2005;2005m12;Rio de Janeiro;3304557;Capital;6
4526;2005;2005m12;Rio de Janeiro;3304557;Capital;4
4527;2005;2005m12;Rio de Janeiro;3304557;Capital;0
4528;2005;2005m12;Rio de Janeiro;3304557;Capital;7
4529;2005;2005m12;Rio de Janeiro;3304557;Capital;4
4530;2005;2005m12;Rio de Janeiro;3304557;Capital;7
4531;2005;2005m12;Rio de Janeiro;3304557;Capital;10
4532;2005;2005m12;Rio de Janeiro;3304557;Capital;8
4533;2005;2005m12;Rio de Janeiro;3304557;Capital;6
4534;2005;2005m12;Rio de Janeiro;3304557;Capital;10
4535;2005;2005m12;Rio de Janeiro;3304557;Capital;5
4536;2005;2005m12;Rio de Janeiro;3304557;Capital;4
4537;2005;2005m12;Rio de Janeiro;3304557;Capital;4
4538;2005;2005m12;Rio de Janeiro;3304557;Capital;6
4539;2005;2005m12;Rio de Janeiro;3304557;Capital;9
4540;2005;2005m12;Rio de Janeiro;3304557;Capital;3
4541;2005;2005m12;Rio de Janeiro;3304557;Capital;12
4542;2005;2005m12;Rio de Janeiro;3304557;Capital;3
4543;2005;2005m12;Rio de Janeiro;3304557;Capital;0
4544;2005;2005m12;Rio de Janeiro;3304557;Capital;7
4545;2005;2005m12;Rio de Janeiro;3304557;Capital;6
4546;2005;2005m12;Rio de Janeiro;3304557;Capital;5
4547;2005;2005m12;Rio de Janeiro;3304557;Capital;19
4548;2005;2005m12;Rio de Janeiro;3304557;Capital;2
4549;2005;2005m12;Rio de Janeiro;3304557;Capital;8
4550;2005;2005m12;Rio de Janeiro;3304557;Capital;3
4551;2005;2005m12;Rio de Janeiro;3304557;Capital;2
4552;2005;2005m12;Rio de Janeiro;3304557;Capital;8
4553;2005;2005m12;Rio de Janeiro;3304557;Capital;4
4554;2005;2005m12;Rio de Janeiro;3304557;Capital;1
4555;2005;2005m12;Rio de Janeiro;3304557;Capital;3
4556;2005;2005m12;Seropédica;3305554;Baixada Fluminense;1
4557;2005;2005m12;Itaguaí;3302007;Baixada Fluminense;2
4558;2005;2005m12;Paracambi;3303609;Baixada Fluminense;0
4559;2005;2005m12;Nova Iguaçu;3303500;Baixada Fluminense;6
4560;2005;2005m12;Mesquita;3302858;Baixada Fluminense;4
4561;2005;2005m12;Belford Roxo;3300456;Baixada Fluminense;5
4562;2005;2005m12;Queimados;3304144;Baixada Fluminense;4
4563;2005;2005m12;Nova Iguaçu;3303500;Baixada Fluminense;2
4564;2005;2005m12;Nilópolis;3303203;Baixada Fluminense;3
4565;2005;2005m12;Nova Iguaçu;3303500;Baixada Fluminense;2
4566;2005;2005m12;Duque de Caxias;3301702;Baixada Fluminense;9
4567;2005;2005m12;Duque de Caxias;3301702;Baixada Fluminense;7
4568;2005;2005m12;Duque de Caxias;3301702;Baixada Fluminense;1
4569;2005;2005m12;Duque de Caxias;3301702;Baixada Fluminense;0
4570;2005;2005m12;Japeri;3302270;Baixada Fluminense;1
4571;2005;2005m12;São João de Meriti;3305109;Baixada Fluminense;11
4572;2005;2005m12;"Magé;Guapimirim";9999982;Baixada Fluminense;4
4573;2005;2005m12;Magé;3302502;Baixada Fluminense;1
4574;2005;2005m12;"Itaboraí;Tanguá";9999983;Interior;3
4575;2005;2005m12;São Gonçalo;3304904;Grande Niterói;8
4576;2005;2005m12;São Gonçalo;3304904;Grande Niterói;5
4577;2005;2005m12;São Gonçalo;3304904;Grande Niterói;9
4578;2005;2005m12;São Gonçalo;3304904;Grande Niterói;2
4579;2005;2005m12;Niterói;3303302;Grande Niterói;3
4580;2005;2005m12;Niterói;3303302;Grande Niterói;8
4581;2005;2005m12;Niterói;3303302;Grande Niterói;8
4582;2005;2005m12;Niterói;3303302;Grande Niterói;1
4583;2005;2005m12;Niterói;3303302;Grande Niterói;0
4584;2005;2005m12;Maricá;3302700;Grande Niterói;0
4585;2005;2005m12;Barra do Pirai;3300308;Interior;0
4586;2005;2005m12;Resende;3304201;Interior;7
4587;2005;2005m12;Barra Mansa;3300407;Interior;3
4588;2005;2005m12;Valença;3306107;Interior;0
4589;2005;2005m12;Rio das Flores;3304508;Interior;0
4590;2005;2005m12;Volta Redonda;3306305;Interior;4
4591;2005;2005m12;Piraí;3304003;Interior;0
4592;2005;2005m12;Vassouras;3306206;Interior;0
4593;2005;2005m12;"Miguel Pereira;Paty dos Alferes";9999999;Interior;1
4594;2005;2005m12;Mendes;3302809;Interior;0
4595;2005;2005m12;Engenheiro Paulo de Frontin;3301801;Interior;0
4596;2005;2005m12;Itatiaia;3302254;Interior;3
4597;2005;2005m12;"Porto Real;Quatis";9999992;Interior;0
4598;2005;2005m12;Pinheiral;3303955;Interior;0
4599;2005;2005m12;São José do Vale do Rio Preto;3305158;Interior;0
4600;2005;2005m12;Petrópolis;3303906;Interior;0
4601;2005;2005m12;Petrópolis;3303906;Interior;0
4602;2005;2005m12;Paraíba do Sul;3303708;Interior;1
4603;2005;2005m12;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2
4604;2005;2005m12;Sapucaia;3305406;Interior;0
4605;2005;2005m12;Teresópolis;3305802;Interior;3
4606;2005;2005m12;Sumidouro;3305703;Interior;0
4607;2005;2005m12;Carmo;3301207;Interior;0
4608;2005;2005m12;Araruama;3300209;Interior;4
4609;2005;2005m12;Rio Bonito;3304300;Interior;2
4610;2005;2005m12;Silva Jardim;3305604;Interior;0
4611;2005;2005m12;Casimiro de Abreu;3301306;Interior;0
4612;2005;2005m12;Conceição de Macabú;3301405;Interior;0
4613;2005;2005m12;"Macaé;Quissamã;Carapebus";9999984;Interior;2
4614;2005;2005m12;Saquarema;3305505;Interior;2
4615;2005;2005m12;São Pedro da Aldeia;3305208;Interior;2
4616;2005;2005m12;"Cabo Frio;Arraial do Cabo";9999985;Interior;4
4617;2005;2005m12;Armação dos Búzios;3300233;Interior;3
4618;2005;2005m12;Rio das Ostras;3304524;Interior;3
4619;2005;2005m12;Iguaba Grande;3301876;Interior;1
4620;2005;2005m12;Campos dos Goytacazes;3301009;Interior;4
4621;2005;2005m12;Itaocara;3302106;Interior;0
4622;2005;2005m12;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
4623;2005;2005m12;Miracema;3303005;Interior;0
4624;2005;2005m12;Laje do Muriaé;3302304;Interior;0
4625;2005;2005m12;Porciúncula;3304102;Interior;0
4626;2005;2005m12;"Natividade;Varre-Sai";9999997;Interior;0
4627;2005;2005m12;São Fidélis;3304805;Interior;0
4628;2005;2005m12;Cambuci;3300902;Interior;0
4629;2005;2005m12;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;1
4630;2005;2005m12;Bom Jesus de Itabapoana;3300605;Interior;0
4631;2005;2005m12;São João da Barra;3305000;Interior;0
4632;2005;2005m12;Campos dos Goytacazes;3301009;Interior;2
4633;2005;2005m12;São Francisco de Itabapoana;3304755;Interior;0
4634;2005;2005m12;Nova Friburgo;3303401;Interior;2
4635;2005;2005m12;Duas Barras;3301603;Interior;0
4636;2005;2005m12;Cantagalo;3301108;Interior;0
4637;2005;2005m12;"Cordeiro;Macuco";9999998;Interior;0
4638;2005;2005m12;São Sebastião do Alto;3305307;Interior;0
4639;2005;2005m12;Santa Maria Madalena;3304607;Interior;0
4640;2005;2005m12;Trajano de Morais;3305901;Interior;0
4641;2005;2005m12;Bom Jardim;3300506;Interior;0
4642;2005;2005m12;Cachoeiras de Macacu;3300803;Interior;0
4643;2005;2005m12;Mangaratiba;3302601;Interior;0
4644;2005;2005m12;Angra dos Reis;3300100;Interior;1
4645;2005;2005m12;Paraty;3303807;Interior;2
4646;2005;2005m12;Rio Claro;3304409;Interior;0
4647;2006;2006m01;Rio de Janeiro;3304557;Capital;4
4648;2006;2006m01;Rio de Janeiro;3304557;Capital;0
4649;2006;2006m01;Rio de Janeiro;3304557;Capital;6
4650;2006;2006m01;Rio de Janeiro;3304557;Capital;2
4651;2006;2006m01;Rio de Janeiro;3304557;Capital;1
4652;2006;2006m01;Rio de Janeiro;3304557;Capital;8
4653;2006;2006m01;Rio de Janeiro;3304557;Capital;3
4654;2006;2006m01;Rio de Janeiro;3304557;Capital;3
4655;2006;2006m01;Rio de Janeiro;3304557;Capital;5
4656;2006;2006m01;Rio de Janeiro;3304557;Capital;3
4657;2006;2006m01;Rio de Janeiro;3304557;Capital;2
4658;2006;2006m01;Rio de Janeiro;3304557;Capital;8
4659;2006;2006m01;Rio de Janeiro;3304557;Capital;2
4660;2006;2006m01;Rio de Janeiro;3304557;Capital;5
4661;2006;2006m01;Rio de Janeiro;3304557;Capital;12
4662;2006;2006m01;Rio de Janeiro;3304557;Capital;6
4663;2006;2006m01;Rio de Janeiro;3304557;Capital;4
4664;2006;2006m01;Rio de Janeiro;3304557;Capital;10
4665;2006;2006m01;Rio de Janeiro;3304557;Capital;5
4666;2006;2006m01;Rio de Janeiro;3304557;Capital;2
4667;2006;2006m01;Rio de Janeiro;3304557;Capital;1
4668;2006;2006m01;Rio de Janeiro;3304557;Capital;5
4669;2006;2006m01;Rio de Janeiro;3304557;Capital;4
4670;2006;2006m01;Rio de Janeiro;3304557;Capital;2
4671;2006;2006m01;Rio de Janeiro;3304557;Capital;9
4672;2006;2006m01;Rio de Janeiro;3304557;Capital;4
4673;2006;2006m01;Rio de Janeiro;3304557;Capital;0
4674;2006;2006m01;Rio de Janeiro;3304557;Capital;8
4675;2006;2006m01;Rio de Janeiro;3304557;Capital;6
4676;2006;2006m01;Rio de Janeiro;3304557;Capital;3
4677;2006;2006m01;Rio de Janeiro;3304557;Capital;8
4678;2006;2006m01;Rio de Janeiro;3304557;Capital;7
4679;2006;2006m01;Rio de Janeiro;3304557;Capital;6
4680;2006;2006m01;Rio de Janeiro;3304557;Capital;3
4681;2006;2006m01;Rio de Janeiro;3304557;Capital;3
4682;2006;2006m01;Rio de Janeiro;3304557;Capital;1
4683;2006;2006m01;Rio de Janeiro;3304557;Capital;5
4684;2006;2006m01;Rio de Janeiro;3304557;Capital;1
4685;2006;2006m01;Rio de Janeiro;3304557;Capital;6
4686;2006;2006m01;Seropédica;3305554;Baixada Fluminense;0
4687;2006;2006m01;Itaguaí;3302007;Baixada Fluminense;2
4688;2006;2006m01;Paracambi;3303609;Baixada Fluminense;0
4689;2006;2006m01;Nova Iguaçu;3303500;Baixada Fluminense;5
4690;2006;2006m01;Mesquita;3302858;Baixada Fluminense;0
4691;2006;2006m01;Belford Roxo;3300456;Baixada Fluminense;3
4692;2006;2006m01;Queimados;3304144;Baixada Fluminense;8
4693;2006;2006m01;Nova Iguaçu;3303500;Baixada Fluminense;1
4694;2006;2006m01;Nilópolis;3303203;Baixada Fluminense;1
4695;2006;2006m01;Nova Iguaçu;3303500;Baixada Fluminense;1
4696;2006;2006m01;Duque de Caxias;3301702;Baixada Fluminense;5
4697;2006;2006m01;Duque de Caxias;3301702;Baixada Fluminense;2
4698;2006;2006m01;Duque de Caxias;3301702;Baixada Fluminense;1
4699;2006;2006m01;Duque de Caxias;3301702;Baixada Fluminense;4
4700;2006;2006m01;Japeri;3302270;Baixada Fluminense;1
4701;2006;2006m01;São João de Meriti;3305109;Baixada Fluminense;2
4702;2006;2006m01;"Magé;Guapimirim";9999982;Baixada Fluminense;0
4703;2006;2006m01;Magé;3302502;Baixada Fluminense;0
4704;2006;2006m01;"Itaboraí;Tanguá";9999983;Interior;14
4705;2006;2006m01;São Gonçalo;3304904;Grande Niterói;13
4706;2006;2006m01;São Gonçalo;3304904;Grande Niterói;9
4707;2006;2006m01;São Gonçalo;3304904;Grande Niterói;8
4708;2006;2006m01;São Gonçalo;3304904;Grande Niterói;5
4709;2006;2006m01;Niterói;3303302;Grande Niterói;6
4710;2006;2006m01;Niterói;3303302;Grande Niterói;4
4711;2006;2006m01;Niterói;3303302;Grande Niterói;2
4712;2006;2006m01;Niterói;3303302;Grande Niterói;1
4713;2006;2006m01;Niterói;3303302;Grande Niterói;6
4714;2006;2006m01;Maricá;3302700;Grande Niterói;3
4715;2006;2006m01;Barra do Pirai;3300308;Interior;1
4716;2006;2006m01;Resende;3304201;Interior;2
4717;2006;2006m01;Barra Mansa;3300407;Interior;2
4718;2006;2006m01;Valença;3306107;Interior;0
4719;2006;2006m01;Rio das Flores;3304508;Interior;0
4720;2006;2006m01;Volta Redonda;3306305;Interior;2
4721;2006;2006m01;Piraí;3304003;Interior;0
4722;2006;2006m01;Vassouras;3306206;Interior;0
4723;2006;2006m01;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
4724;2006;2006m01;Mendes;3302809;Interior;0
4725;2006;2006m01;Engenheiro Paulo de Frontin;3301801;Interior;0
4726;2006;2006m01;Itatiaia;3302254;Interior;2
4727;2006;2006m01;"Porto Real;Quatis";9999992;Interior;1
4728;2006;2006m01;Pinheiral;3303955;Interior;0
4729;2006;2006m01;São José do Vale do Rio Preto;3305158;Interior;0
4730;2006;2006m01;Petrópolis;3303906;Interior;3
4731;2006;2006m01;Petrópolis;3303906;Interior;0
4732;2006;2006m01;Paraíba do Sul;3303708;Interior;0
4733;2006;2006m01;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;7
4734;2006;2006m01;Sapucaia;3305406;Interior;0
4735;2006;2006m01;Teresópolis;3305802;Interior;0
4736;2006;2006m01;Sumidouro;3305703;Interior;0
4737;2006;2006m01;Carmo;3301207;Interior;0
4738;2006;2006m01;Araruama;3300209;Interior;1
4739;2006;2006m01;Rio Bonito;3304300;Interior;0
4740;2006;2006m01;Silva Jardim;3305604;Interior;0
4741;2006;2006m01;Casimiro de Abreu;3301306;Interior;0
4742;2006;2006m01;Conceição de Macabú;3301405;Interior;0
4743;2006;2006m01;"Macaé;Quissamã;Carapebus";9999984;Interior;3
4744;2006;2006m01;Saquarema;3305505;Interior;0
4745;2006;2006m01;São Pedro da Aldeia;3305208;Interior;2
4746;2006;2006m01;"Cabo Frio;Arraial do Cabo";9999985;Interior;7
4747;2006;2006m01;Armação dos Búzios;3300233;Interior;3
4748;2006;2006m01;Rio das Ostras;3304524;Interior;0
4749;2006;2006m01;Iguaba Grande;3301876;Interior;1
4750;2006;2006m01;Campos dos Goytacazes;3301009;Interior;10
